Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0003,1,OK,0.0,0,0.0,108,24.4,4.7,0.000,0.0,0,0.0
Step0003,2,OK,0.0,0,0.0,25,9.4,4.0,0.000,0.0,0,0.0
Step0003,3,OK,0.0,0,0.0,22,11.8,5.9,0.000,0.0,0,0.0
Step0003,4,OK,0.0,0,0.0,28,21.6,8.6,0.000,0.0,0,0.0
Step0003,5,OK,0.0,0,0.0,17,15.6,3.9,0.000,0.0,0,0.0
Step0003,6,OK,0.0,0,0.0,6,15.5,4.1,0.000,0.0,0,0.0
Step0003,7,OK,0.0,0,0.0,2,23.5,22.0,0.000,0.0,0,0.0
Step0003,8,OK,0.0,0,0.0,2,4.7,4.0,0.000,0.0,0,0.0
Step0003,9,OK,0.0,0,0.0,3,5.6,3.8,0.000,0.0,0,0.0
Step0003,10,OK,0.0,0,0.0,6,11.5,4.9,0.000,0.0,0,0.0
Step0003,11,OK,0.0,0,0.0,3,23.6,16.8,0.000,0.0,0,0.0
Step0003,12,OK,0.0,0,0.0,6,13.0,7.1,0.000,0.0,0,0.0
Step0003,13,OK,0.0,0,0.0,4,17.8,12.5,0.000,0.0,0,0.0
Step0003,14,OK,0.0,0,0.0,3,7.4,4.4,0.000,0.0,0,0.0
Step0003,15,OK,0.0,0,0.0,3,5.5,4.4,0.000,0.0,0,0.0
Step0003,16,OK,0.0,0,0.0,3,11.5,10.7,0.000,0.0,0,0.0
Step0003,17,OK,0.0,0,0.0,3,9.1,8.4,0.000,0.0,0,0.0
Step0003,18,OK,0.0,0,0.0,7,13.3,8.9,0.000,0.0,0,0.0
Step0003,19,OK,0.0,0,0.0,3,34.1,30.3,0.000,0.0,0,0.0
Step0003,20,OK,0.0,0,0.0,6,10.8,5.3,0.000,0.0,0,0.0
Step0003,21,OK,0.0,0,0.0,3,17.1,11.1,0.000,0.0,0,0.0
Step0003,22,OK,0.0,0,0.0,13,10.7,2.2,0.000,0.0,0,0.0
Step0003,23,OK,0.0,0,0.0,4,2.1,0.9,0.000,0.0,0,0.0
