Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0001,1,OK,0.0,0,0.0,85,26.3,5.4,0.000,0.0,0,0.0
Step0001,2,OK,0.0,0,0.0,35,17.4,5.4,0.000,0.0,0,0.0
Step0001,3,OK,0.0,0,0.0,13,25.5,14.7,0.000,0.0,0,0.0
Step0001,4,OK,0.0,0,0.0,20,14.0,6.1,0.000,0.0,0,0.0
Step0001,5,OK,0.0,0,0.0,29,21.2,6.4,0.000,0.0,0,0.0
Step0001,6,OK,0.0,0,0.0,8,19.7,9.5,0.000,0.0,0,0.0
Step0001,7,OK,0.0,0,0.0,3,18.7,18.1,0.000,0.0,0,0.0
Step0001,8,OK,0.0,0,0.0,4,8.1,6.8,0.000,0.0,0,0.0
Step0001,9,OK,0.0,0,0.0,6,21.6,13.2,0.000,0.0,0,0.0
Step0001,10,OK,0.0,0,0.0,3,10.2,6.4,0.000,0.0,0,0.0
Step0001,11,OK,0.0,0,0.0,4,8.2,4.3,0.000,0.0,0,0.0
Step0001,12,OK,0.0,0,0.0,3,5.5,4.7,0.000,0.0,0,0.0
Step0001,13,OK,0.0,0,0.0,3,19.8,16.7,0.000,0.0,0,0.0
Step0001,14,OK,0.0,0,0.0,8,7.8,2.0,0.000,0.0,0,0.0
Step0001,15,OK,0.0,0,0.0,9,13.0,3.0,0.000,0.0,0,0.0
Step0001,16,OK,0.0,0,0.0,2,6.8,5.4,0.000,0.0,0,0.0
Step0001,17,OK,0.0,0,0.0,6,11.4,7.0,0.000,0.0,0,0.0
Step0001,18,OK,0.0,0,0.0,5,5.4,2.3,0.000,0.0,0,0.0
Step0001,19,OK,0.0,0,0.0,9,10.7,3.6,0.000,0.0,0,0.0
Step0001,20,OK,0.0,0,0.0,8,10.6,4.9,0.000,0.0,0,0.0
Step0001,21,OK,0.0,0,0.0,6,7.2,3.7,0.000,0.0,0,0.0
Step0001,22,OK,0.0,0,0.0,4,8.0,3.2,0.000,0.0,0,0.0
