Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0001,1,OK,0.0,0,0.0,95,24.5,5.0,0.000,0.0,0,0.0
Step0001,2,OK,0.0,0,0.0,32,20.9,3.6,0.000,0.0,0,0.0
Step0001,3,OK,0.0,0,0.0,28,19.5,7.4,0.000,0.0,0,0.0
Step0001,4,OK,0.0,0,0.0,26,12.3,2.8,0.000,0.0,0,0.0
Step0001,5,OK,0.0,0,0.0,27,14.1,2.4,0.000,0.0,0,0.0
Step0001,6,OK,0.0,0,0.0,13,14.2,2.9,0.000,0.0,0,0.0
Step0001,7,OK,0.0,0,0.0,6,8.5,4.6,0.000,0.0,0,0.0
Step0001,8,OK,0.0,0,0.0,4,20.2,19.1,0.000,0.0,0,0.0
Step0001,9,OK,0.0,0,0.0,6,5.3,2.5,0.000,0.0,0,0.0
Step0001,10,OK,0.0,0,0.0,3,16.6,12.4,0.000,0.0,0,0.0
Step0001,11,OK,0.0,0,0.0,5,8.2,5.8,0.000,0.0,0,0.0
Step0001,12,OK,0.0,0,0.0,8,12.4,4.7,0.000,0.0,0,0.0
Step0001,13,OK,0.0,0,0.0,2,23.7,17.4,0.000,0.0,0,0.0
Step0001,14,OK,0.0,0,0.0,5,9.9,3.6,0.000,0.0,0,0.0
Step0001,15,OK,0.0,0,0.0,3,6.0,4.2,0.000,0.0,0,0.0
Step0001,16,OK,0.0,0,0.0,4,11.6,8.4,0.000,0.0,0,0.0
Step0001,17,OK,0.0,0,0.0,2,22.0,21.7,0.000,0.0,0,0.0
Step0001,18,OK,0.0,0,0.0,7,8.1,2.3,0.000,0.0,0,0.0
Step0001,19,OK,0.0,0,0.0,10,10.2,4.7,0.000,0.0,0,0.0
Step0001,20,OK,0.0,0,0.0,7,13.3,5.6,0.000,0.0,0,0.0
Step0001,21,OK,0.0,0,0.0,12,10.6,2.5,0.000,0.0,0,0.0
Step0001,22,OK,0.0,0,0.0,8,10.7,4.0,0.000,0.0,0,0.0
