Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0005,1,OK,0.0,0,0.0,105,25.6,4.6,0.000,0.0,0,0.0
Step0005,2,OK,0.0,0,0.0,36,12.0,2.2,0.000,0.0,0,0.0
Step0005,3,OK,0.0,0,0.0,24,22.5,14.1,0.000,0.0,0,0.0
Step0005,4,OK,0.0,0,0.0,25,19.3,5.6,0.000,0.0,0,0.0
Step0005,5,OK,0.0,0,0.0,15,29.0,22.8,0.000,0.0,0,0.0
Step0005,6,OK,0.0,0,0.0,10,13.1,4.2,0.000,0.0,0,0.0
Step0005,7,OK,0.0,0,0.0,21,17.6,6.5,0.000,0.0,0,0.0
Step0005,8,OK,0.0,0,0.0,5,8.9,3.9,0.000,0.0,0,0.0
Step0005,9,OK,0.0,0,0.0,4,6.8,4.2,0.000,0.0,0,0.0
Step0005,10,OK,0.0,0,0.0,8,9.3,5.6,0.000,0.0,0,0.0
Step0005,11,OK,0.0,0,0.0,7,10.8,5.6,0.000,0.0,0,0.0
Step0005,12,OK,0.0,0,0.0,6,7.6,5.8,0.000,0.0,0,0.0
Step0005,13,OK,0.0,0,0.0,8,9.6,4.9,0.000,0.0,0,0.0
Step0005,14,OK,0.0,0,0.0,5,8.3,2.7,0.000,0.0,0,0.0
Step0005,15,OK,0.0,0,0.0,5,10.7,3.6,0.000,0.0,0,0.0
Step0005,16,OK,0.0,0,0.0,6,7.3,2.9,0.000,0.0,0,0.0
Step0005,17,OK,0.0,0,0.0,6,17.5,10.0,0.000,0.0,0,0.0
Step0005,18,OK,0.0,0,0.0,4,11.1,6.5,0.000,0.0,0,0.0
Step0005,19,OK,0.0,0,0.0,8,13.5,4.8,0.000,0.0,0,0.0
Step0005,20,OK,0.0,0,0.0,9,15.1,6.2,0.000,0.0,0,0.0
Step0005,21,OK,0.0,0,0.0,6,18.0,12.5,0.000,0.0,0,0.0
Step0005,22,OK,0.0,0,0.0,4,30.0,25.0,0.000,0.0,0,0.0
Step0005,23,OK,0.0,0,0.0,5,12.3,4.0,0.000,0.0,0,0.0
Step0005,24,OK,0.0,0,0.0,5,5.2,1.4,0.000,0.0,0,0.0
