Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0004,1,OK,0.0,0,0.0,129,27.0,5.8,0.000,0.0,0,0.0
Step0004,2,OK,0.0,0,0.0,23,11.0,3.6,0.000,0.0,0,0.0
Step0004,3,OK,0.0,0,0.0,27,15.2,6.0,0.000,0.0,0,0.0
Step0004,4,OK,0.0,0,0.0,17,15.5,7.2,0.000,0.0,0,0.0
Step0004,5,OK,0.0,0,0.0,19,18.8,12.4,0.000,0.0,0,0.0
Step0004,6,OK,0.0,0,0.0,8,14.3,6.3,0.000,0.0,0,0.0
Step0004,7,OK,0.0,0,0.0,16,4.4,0.6,0.000,0.0,0,0.0
Step0004,8,OK,0.0,0,0.0,9,19.3,5.7,0.000,0.0,0,0.0
Step0004,9,OK,0.0,0,0.0,4,7.3,5.1,0.000,0.0,0,0.0
Step0004,10,OK,0.0,0,0.0,3,12.3,11.7,0.000,0.0,0,0.0
Step0004,11,OK,0.0,0,0.0,8,12.7,5.2,0.000,0.0,0,0.0
Step0004,12,OK,0.0,0,0.0,7,11.6,6.3,0.000,0.0,0,0.0
Step0004,13,OK,0.0,0,0.0,4,10.2,6.0,0.000,0.0,0,0.0
Step0004,14,OK,0.0,0,0.0,3,14.3,7.2,0.000,0.0,0,0.0
Step0004,15,OK,0.0,0,0.0,3,8.6,6.2,0.000,0.0,0,0.0
Step0004,16,OK,0.0,0,0.0,3,11.1,9.5,0.000,0.0,0,0.0
Step0004,17,OK,0.0,0,0.0,1,10.4,10.4,0.000,0.0,0,0.0
Step0004,18,OK,0.0,0,0.0,2,11.9,8.9,0.000,0.0,0,0.0
Step0004,19,OK,0.0,0,0.0,2,27.1,24.7,0.000,0.0,0,0.0
Step0004,20,OK,0.0,0,0.0,5,9.0,5.3,0.000,0.0,0,0.0
Step0004,21,OK,0.0,0,0.0,6,11.6,4.5,0.000,0.0,0,0.0
Step0004,22,OK,0.0,0,0.0,6,23.2,13.4,0.000,0.0,0,0.0
Step0004,23,OK,0.0,0,0.0,5,6.6,2.7,0.000,0.0,0,0.0
Step0004,24,OK,0.0,0,0.0,6,8.9,3.1,0.000,0.0,0,0.0
