Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0004,1,OK,0.0,0,0.0,11,26.7,23.9,0.000,0.0,0,0.0
Step0004,2,OK,0.0,0,0.0,6,17.3,5.2,0.000,0.0,0,0.0
Step0004,3,OK,0.0,0,0.0,7,30.6,10.5,0.000,0.0,0,0.0
Step0004,4,OK,0.0,0,0.0,5,23.0,11.5,0.000,0.0,0,0.0
Step0004,5,OK,0.0,0,0.0,4,16.2,13.3,0.000,0.0,0,0.0
Step0004,6,OK,0.0,0,0.0,22,27.4,2.4,0.000,0.0,0,0.0
Step0004,7,OK,0.0,0,0.0,7,15.7,13.9,0.000,0.0,0,0.0
Step0004,8,OK,0.0,0,0.0,13,12.4,3.4,0.000,0.0,0,0.0
Step0004,9,OK,0.0,0,0.0,12,13.8,3.7,0.000,0.0,0,0.0
Step0004,10,OK,0.0,0,0.0,9,18.8,8.0,0.000,0.0,0,0.0
Step0004,11,OK,0.0,0,0.0,90,35.9,8.2,0.000,0.0,0,0.0
Step0004,12,OK,0.0,0,0.0,4,22.4,15.9,0.000,0.0,0,0.0
Step0004,13,OK,0.0,0,0.0,13,20.7,7.4,0.000,0.0,0,0.0
Step0004,14,OK,0.0,0,0.0,5,18.6,12.9,0.000,0.0,0,0.0
Step0004,15,OK,0.0,0,0.0,8,20.5,8.8,0.000,0.0,0,0.0
Step0004,16,OK,0.0,0,0.0,18,26.6,16.5,0.000,0.0,0,0.0
Step0004,17,OK,0.0,0,0.0,12,18.6,7.2,0.000,0.0,0,0.0
Step0004,18,OK,0.0,0,0.0,12,22.4,4.0,0.000,0.0,0,0.0
Step0004,19,OK,0.0,0,0.0,6,32.4,18.7,0.000,0.0,0,0.0
Step0004,20,OK,0.0,0,0.0,4,16.6,14.3,0.000,0.0,0,0.0
Step0004,21,OK,0.0,0,0.0,20,27.0,5.5,0.000,0.0,0,0.0
