Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0004,1,OK,0.0,0,0.0,14,19.1,16.3,0.000,0.0,0,0.0
Step0004,2,OK,0.0,0,0.0,8,15.0,7.8,0.000,0.0,0,0.0
Step0004,3,OK,0.0,0,0.0,9,14.5,10.2,0.000,0.0,0,0.0
Step0004,4,OK,0.0,0,0.0,7,19.2,15.6,0.000,0.0,0,0.0
Step0004,5,OK,0.0,0,0.0,12,9.7,2.2,0.000,0.0,0,0.0
Step0004,6,OK,0.0,0,0.0,26,27.4,5.0,0.000,0.0,0,0.0
Step0004,7,OK,0.0,0,0.0,7,27.5,9.1,0.000,0.0,0,0.0
Step0004,8,OK,0.0,0,0.0,6,26.7,18.2,0.000,0.0,0,0.0
Step0004,9,OK,0.0,0,0.0,4,40.7,16.3,0.000,0.0,0,0.0
Step0004,10,OK,0.0,0,0.0,10,29.5,17.0,0.000,0.0,0,0.0
Step0004,11,OK,0.0,0,0.0,107,31.9,4.8,0.000,0.0,0,0.0
Step0004,12,OK,0.0,0,0.0,9,22.6,10.5,0.000,0.0,0,0.0
Step0004,13,OK,0.0,0,0.0,15,15.2,3.2,0.000,0.0,0,0.0
Step0004,14,OK,0.0,0,0.0,6,10.8,7.0,0.000,0.0,0,0.0
Step0004,15,OK,0.0,0,0.0,4,18.4,10.0,0.000,0.0,0,0.0
Step0004,16,OK,0.0,0,0.0,16,23.7,12.5,0.000,0.0,0,0.0
Step0004,17,OK,0.0,0,0.0,9,16.9,5.5,0.000,0.0,0,0.0
Step0004,18,OK,0.0,0,0.0,8,28.7,15.7,0.000,0.0,0,0.0
Step0004,19,OK,0.0,0,0.0,8,25.1,7.9,0.000,0.0,0,0.0
Step0004,20,OK,0.0,0,0.0,5,17.3,12.3,0.000,0.0,0,0.0
Step0004,21,OK,0.0,0,0.0,24,27.9,7.7,0.000,0.0,0,0.0
