Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0001,1,OK,0.0,0,0.0,174,21.2,4.3,0.000,0.0,0,0.0
Step0001,2,OK,0.0,0,0.0,24,20.7,7.2,0.000,0.0,0,0.0
Step0001,3,OK,0.0,0,0.0,35,17.9,5.5,0.000,0.0,0,0.0
Step0001,4,OK,0.0,0,0.0,30,22.9,6.2,0.000,0.0,0,0.0
Step0001,5,OK,0.0,0,0.0,33,19.5,4.4,0.000,0.0,0,0.0
Step0001,6,OK,0.0,0,0.0,11,15.0,3.0,0.000,0.0,0,0.0
Step0001,7,OK,0.0,0,0.0,8,7.0,2.7,0.000,0.0,0,0.0
Step0001,8,OK,0.0,0,0.0,3,3.5,2.7,0.000,0.0,0,0.0
Step0001,9,OK,0.0,0,0.0,3,9.9,6.3,0.000,0.0,0,0.0
Step0001,10,OK,0.0,0,0.0,3,6.6,5.2,0.000,0.0,0,0.0
Step0001,11,OK,0.0,0,0.0,4,2.2,1.2,0.000,0.0,0,0.0
Step0001,12,OK,0.0,0,0.0,2,5.5,4.3,0.000,0.0,0,0.0
Step0001,13,OK,0.0,0,0.0,6,12.4,9.1,0.000,0.0,0,0.0
Step0001,14,OK,0.0,0,0.0,6,7.8,2.3,0.000,0.0,0,0.0
Step0001,15,OK,0.0,0,0.0,3,10.8,5.1,0.000,0.0,0,0.0
Step0001,16,OK,0.0,0,0.0,2,5.0,4.7,0.000,0.0,0,0.0
Step0001,17,OK,0.0,0,0.0,5,11.3,5.6,0.000,0.0,0,0.0
Step0001,18,OK,0.0,0,0.0,4,6.8,3.9,0.000,0.0,0,0.0
Step0001,19,OK,0.0,0,0.0,5,11.2,5.6,0.000,0.0,0,0.0
Step0001,20,OK,0.0,0,0.0,7,13.1,5.6,0.000,0.0,0,0.0
Step0001,21,OK,0.0,0,0.0,4,9.9,5.2,0.000,0.0,0,0.0
Step0001,22,OK,0.0,0,0.0,6,7.9,2.2,0.000,0.0,0,0.0
