Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0005,1,OK,0.0,0,0.0,132,20.7,4.9,0.000,0.0,0,0.0
Step0005,2,OK,0.0,0,0.0,30,19.4,4.6,0.000,0.0,0,0.0
Step0005,3,OK,0.0,0,0.0,33,27.1,13.6,0.000,0.0,0,0.0
Step0005,4,OK,0.0,0,0.0,23,30.4,20.9,0.000,0.0,0,0.0
Step0005,5,OK,0.0,0,0.0,43,18.7,2.6,0.000,0.0,0,0.0
Step0005,6,OK,0.0,0,0.0,20,11.4,5.1,0.000,0.0,0,0.0
Step0005,7,OK,0.0,0,0.0,20,21.4,9.8,0.000,0.0,0,0.0
Step0005,8,OK,0.0,0,0.0,3,19.0,18.3,0.000,0.0,0,0.0
Step0005,9,OK,0.0,0,0.0,7,11.9,8.4,0.000,0.0,0,0.0
Step0005,10,OK,0.0,0,0.0,6,5.1,1.7,0.000,0.0,0,0.0
Step0005,11,OK,0.0,0,0.0,10,18.4,11.0,0.000,0.0,0,0.0
Step0005,12,OK,0.0,0,0.0,8,16.2,5.2,0.000,0.0,0,0.0
Step0005,13,OK,0.0,0,0.0,7,12.3,6.9,0.000,0.0,0,0.0
Step0005,14,OK,0.0,0,0.0,6,10.8,3.3,0.000,0.0,0,0.0
Step0005,15,OK,0.0,0,0.0,4,14.1,12.1,0.000,0.0,0,0.0
Step0005,16,OK,0.0,0,0.0,8,10.7,3.2,0.000,0.0,0,0.0
Step0005,17,OK,0.0,0,0.0,1,24.2,24.2,0.000,0.0,0,0.0
Step0005,18,OK,0.0,0,0.0,7,9.9,5.3,0.000,0.0,0,0.0
Step0005,19,OK,0.0,0,0.0,8,6.4,2.1,0.000,0.0,0,0.0
Step0005,20,OK,0.0,0,0.0,8,15.6,3.2,0.000,0.0,0,0.0
Step0005,21,OK,0.0,0,0.0,6,4.6,1.3,0.000,0.0,0,0.0
Step0005,22,OK,0.0,0,0.0,9,11.8,4.3,0.000,0.0,0,0.0
Step0005,23,OK,0.0,0,0.0,6,14.2,9.2,0.000,0.0,0,0.0
Step0005,24,OK,0.0,0,0.0,6,10.6,8.0,0.000,0.0,0,0.0
