Test Sample,ID,Result,Area (mm²),Diameter (µm),Roundness (%),Number of Voids,Overall Area Void (%),Area Biggest Void (%),Area Biggest Void (mm²),Ø Largest Void (%),Ø Largest Void (µm),Solder Paste
Step0004,1,OK,0.0,0,0.0,7,15.1,12.9,0.000,0.0,0,0.0
Step0004,2,OK,0.0,0,0.0,10,10.4,4.1,0.000,0.0,0,0.0
Step0004,3,OK,0.0,0,0.0,6,19.1,14.0,0.000,0.0,0,0.0
Step0004,4,OK,0.0,0,0.0,7,21.1,17.6,0.000,0.0,0,0.0
Step0004,5,OK,0.0,0,0.0,7,29.0,13.0,0.000,0.0,0,0.0
Step0004,6,OK,0.0,0,0.0,20,21.9,3.4,0.000,0.0,0,0.0
Step0004,7,OK,0.0,0,0.0,9,12.7,4.0,0.000,0.0,0,0.0
Step0004,8,OK,0.0,0,0.0,9,18.2,9.3,0.000,0.0,0,0.0
Step0004,9,OK,0.0,0,0.0,9,23.7,16.4,0.000,0.0,0,0.0
Step0004,10,OK,0.0,0,0.0,6,13.5,8.8,0.000,0.0,0,0.0
Step0004,11,OK,0.0,0,0.0,107,30.9,4.4,0.000,0.0,0,0.0
Step0004,12,OK,0.0,0,0.0,6,15.0,10.3,0.000,0.0,0,0.0
Step0004,13,OK,0.0,0,0.0,6,20.1,17.5,0.000,0.0,0,0.0
Step0004,14,OK,0.0,0,0.0,6,14.6,10.9,0.000,0.0,0,0.0
Step0004,15,OK,0.0,0,0.0,7,21.9,14.9,0.000,0.0,0,0.0
Step0004,16,OK,0.0,0,0.0,8,24.3,11.6,0.000,0.0,0,0.0
Step0004,17,OK,0.0,0,0.0,10,12.0,8.3,0.000,0.0,0,0.0
Step0004,18,OK,0.0,0,0.0,9,11.8,7.4,0.000,0.0,0,0.0
Step0004,19,OK,0.0,0,0.0,11,18.1,5.8,0.000,0.0,0,0.0
Step0004,20,OK,0.0,0,0.0,10,19.8,9.6,0.000,0.0,0,0.0
Step0004,21,OK,0.0,0,0.0,27,23.9,2.7,0.000,0.0,0,0.0
